"","scan_date","first_seen","last_seen","total","size","times_submitted","harmless_votes","malicious_votes","positives","submission.submitter_country","additional_info.exiftool.FileType","additional_info.androguard.TargetSdkVersion","scans.Bkav.result","scans.Lionic.result","scans.ClamAV.result","scans.CMC.result","scans.CAT-QuickHeal.result","scans.McAfee.result","scans.ALYac.result","scans.Malwarebytes.result","scans.VIPRE.result","scans.Sangfor.result","scans.K7AntiVirus.result","scans.Alibaba.result","scans.K7GW.result","scans.Trustlook.result","scans.Arcabit.result","scans.Baidu.result","scans.Cyren.result","scans.SymantecMobileInsight.result","scans.Symantec.result","scans.ESET-NOD32.result","scans.TrendMicro-HouseCall.result","scans.Avast.result","scans.Cynet.result","scans.Kaspersky.result","scans.BitDefender.result","scans.NANO-Antivirus.result","scans.SUPERAntiSpyware.result","scans.MicroWorld-eScan.result","scans.Rising.result","scans.Ad-Aware.result","scans.Comodo.result","scans.F-Secure.result","scans.DrWeb.result","scans.Zillya.result","scans.TrendMicro.result","scans.McAfee-GW-Edition.result","scans.FireEye.result","scans.Emsisoft.result","scans.Ikarus.result","scans.Avast-Mobile.result","scans.Jiangmin.result","scans.Avira.result","scans.Antiy-AVL.result","scans.Kingsoft.result","scans.Gridinsoft.result","scans.Microsoft.result","scans.ViRobot.result","scans.ZoneAlarm.result","scans.GData.result","scans.BitDefenderFalx.result","scans.AhnLab-V3.result","scans.BitDefenderTheta.result","scans.TACHYON.result","scans.VBA32.result","scans.Zoner.result","scans.Tencent.result","scans.Yandex.result","scans.MAX.result","scans.MaxSecure.result","scans.Fortinet.result","scans.Panda.result","scans.Sophos.result","scans.Elastic.result","scans.AVG.result","scans.Cylance.result","scans.SentinelOne.result"
"22",2021-11-03 00:45:04,2021-11-03 00:45:04,2021-11-03 00:45:04,62,2669106,1,0,0,22,"CA","ZIP",22,NA,"Adware.AndroidOS.Ewind.A!c",NA,NA,"Android.Mobby.GEN20554 (PUP)","Artemis!919A1900C529",NA,NA,NA,NA,NA,NA,"Trojan ( 005537a81 )","Android.Malware.General (score:8)",NA,NA,NA,"Trojan:Malapp","Trojan.Gen.MBT","a variant of Android/AdDisplay.Mobby.I potentially unwanted",NA,NA,"Malicious (score: 99)","not-a-virus:HEUR:AdWare.AndroidOS.Ewind.kp",NA,NA,NA,NA,NA,NA,NA,NA,"Adware.Mobby.5.origin",NA,NA,"Artemis",NA,NA,"PUA.AndroidOS.Mobby","Android:Evo-gen [Trj]",NA,"ADWARE/ANDR.Agent.FOKP.Gen",NA,NA,NA,"Adware:AndroidOS/Ewind.A",NA,"not-a-virus:HEUR:AdWare.AndroidOS.Ewind.kp",NA,"Android.Riskware.HiddenAds.HA","PUP/Android.Agent.995918",NA,NA,NA,NA,NA,NA,NA,"Android.WIN32.Ewind.kp","Android/Erwind.A!tr",NA,"Android Ewind (PUA)",NA,NA,NA,NA
"23",2021-11-03 07:40:40,2015-04-07 10:32:52,2021-11-03 07:40:40,59,1674660,20,0,0,25,"CZ","DEX",NA,NA,NA,NA,NA,NA,"Artemis!19295D19D0AC",NA,NA,NA,"Malware.Android-Script.Save.a3d67fc9",NA,NA,NA,NA,NA,NA,"AndroidOS/SMForw.D.gen!Eldorado",NA,"Trojan.Gen.2","a variant of Android/JSmsHider.O",NA,"Android:SMSreg-BXO [PUP]","Malicious (score: 99)","HEUR:Trojan.AndroidOS.Agent.aw",NA,"Trojan.Android.SMSreg.dvxxsn",NA,NA,NA,NA,"Malware@#3ujnh10kj2x2c",NA,"Android.SmsPayment.10.origin","Downloader.OpenConnection.JS.135436",NA,"Artemis!Trojan",NA,NA,"Trojan.AndroidOS.SendSMS","Android:SMSreg-CCE [PUP]",NA,"ANDROID/SmsSend.H.Gen","Trojan[:HEUR]/Android.Agent",NA,NA,"Trojan:Script/Wacatac.B!ml",NA,"HEUR:Trojan.AndroidOS.Agent.aw",NA,NA,"PUP/Android.SMSReg.33859",NA,NA,NA,NA,"Dos.Trojan.Agent.Dxdh",NA,"malware (ai score=100)",NA,"Android/JSmsHider.O!tr",NA,"Andr/CNSMS-AK",NA,"Android:SMSreg-BXO [PUP]",NA,NA
"24",2021-11-03 08:46:27,2017-10-27 21:12:27,2021-11-03 08:46:27,59,424720,2,0,0,20,"CZ","DEX",NA,NA,NA,NA,NA,NA,"Artemis!10A9BB90535E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AppRisk:Generisk","Trojan.Gen.NPE","a variant of Android/AdDisplay.Dowgin.BX potentially unwanted",NA,NA,"Malicious (score: 99)","not-a-virus:HEUR:AdWare.AndroidOS.Dowgin.i",NA,"Trojan.Android.Dowgin.dxkgjr",NA,NA,NA,NA,NA,"Adware.ADWARE/ANDR.Dowgin","Android.RemoteCode.76.origin",NA,NA,"Artemis",NA,NA,"PUA.AndroidOS.Dowgin",NA,NA,"ADWARE/ANDR.Dowgin.BS.Gen","GrayWare[AdWare:not-a-virus,HEUR]/Android.Dowgin",NA,NA,"PUA:Win32/Bitrepeyp.B",NA,"not-a-virus:HEUR:AdWare.AndroidOS.Dowgin.i",NA,NA,"PUP/Android.Dowgin.73019",NA,NA,NA,NA,"Dos.Adware.Dowgin.Dwtl",NA,"malware (ai score=99)",NA,"Adware/Dowgin!Android",NA,"Andr/Dload-IT",NA,NA,NA,NA
"25",2021-11-03 07:55:42,2013-09-11 08:40:27,2021-11-03 07:55:42,63,394574,18,0,0,21,"IT","ZIP",NA,NA,"Riskware.AndroidOS.Waps.z!c",NA,NA,"Android.Waps.B (AdWare)","Artemis!56563DFD00ED",NA,NA,NA,NA,NA,NA,NA,"Android.PUA.Adware",NA,NA,NA,"AdLibrary:Waps","Trojan.Gen.2","a variant of Android/AdDisplay.Waps.D potentially unwanted",NA,NA,"Malicious (score: 99)",NA,NA,"Trojan.Android.Waps.dhqxao",NA,NA,NA,NA,"ApplicUnwnt@#lpxzqyi1q7j9",NA,"Adware.Waps.1.origin",NA,NA,"Artemis!Trojan",NA,NA,"AdWare.AndroidOS.Waps","APK:RepMetagen [PUP]",NA,"ADWARE/ANDR.Agent.FKCP.Gen","Trojan/Generic.ASMalwAD.148",NA,NA,"PUA:AndroidOS/Wapsx.A!MTB",NA,NA,NA,"Android.Adware.Wapsx.A","PUP/Android.Wapsx.48500",NA,NA,NA,NA,NA,NA,NA,NA,"Adware/Waps!Android",NA,"Android Wapsx (PUA)",NA,NA,NA,NA
"26",2021-11-03 07:39:47,2018-04-16 22:03:40,2021-11-03 07:39:47,59,5888,2,0,0,25,"CZ","DEX",NA,NA,"Trojan.AndroidOS.Generic.C!c",NA,NA,NA,"Artemis!97476B7B4994",NA,NA,NA,"Malware.Generic-Script.Save.7aca0ed9",NA,NA,"Trojan ( 0051a3c71 )",NA,NA,NA,"AndroidOS/GhostPush.C.gen!Eldorado","AppRisk:Generisk",NA,"a variant of Android/TrojanDropper.Shedun.V",NA,"Android:Revo-OU [Trj]","Malicious (score: 99)","HEUR:Trojan-Dropper.AndroidOS.Wapnor.a",NA,"Trojan.Android.MLW.ebzlbe",NA,NA,NA,NA,"Malware@#2uoqzobxk7y4q",NA,"Android.DownLoader.329.origin",NA,NA,"Artemis!Trojan",NA,NA,"Trojan-Dropper.AndroidOS.Shedun","Android:Shedun-V [Trj]",NA,"ANDROID/Agent.hutg","Trojan/Generic.ASBOL.A0C1",NA,NA,"TrojanDropper:AndroidOS/Shedun.A!MTB",NA,NA,NA,NA,"PUP/Android.Agent.839002",NA,NA,NA,NA,"Dos.Trojan-dropper.Piom.Hssd",NA,"malware (ai score=95)","Android.wapnor.a","Android/Shedun.AC!tr",NA,NA,NA,"Android:Revo-OU [Trj]",NA,NA
"27",2021-11-03 07:39:19,2019-09-01 04:43:45,2021-11-03 07:39:19,60,7116,2,0,0,17,"CZ","DEX",NA,NA,"Trojan.AndroidOS.Generic.C!c",NA,NA,NA,"Artemis!F5B9E3E836C8",NA,NA,NA,NA,NA,NA,"Trojan ( 00556b491 )",NA,NA,NA,NA,"AppRisk:Generisk","Trojan.Gen.2","a variant of Android/TrojanDropper.Agent.DBM",NA,"Android:Agent-SFM [Trj]",NA,NA,NA,"Trojan.Android.SmsSend.fxtezl",NA,NA,NA,NA,NA,NA,"Android.SmsSend.2063.origin",NA,NA,"Artemis!Trojan",NA,NA,"Trojan-Dropper.AndroidOS.Agent","Android:Agent-SFM [Trj]",NA,NA,"Trojan[Dropper]/Android.Agent",NA,NA,"TrojanDropper:AndroidOS/Agent.B!MTB",NA,NA,NA,NA,"Trojan/Android.Pornpay.894568",NA,NA,NA,NA,NA,NA,NA,NA,"Android/Agent.DBM!tr",NA,NA,NA,"Android:Agent-SFM [Trj]",NA,NA
"28",2021-11-03 08:00:41,2017-08-18 16:45:45,2021-11-03 08:00:41,59,17476,3,0,0,25,"CZ","DEX",NA,NA,"Hacktool.AndroidOS.Generic.B!c",NA,NA,NA,"Artemis!FE8C6500EF6E",NA,NA,NA,"Malware.Android-Script.Save.b0a31b55",NA,NA,"Trojan ( 0053b6ca1 )",NA,NA,NA,NA,NA,"Trojan.Gen.2","a variant of Android/TrojanDownloader.Agent.JN",NA,"Android:Metasploit-G [PUP]","Malicious (score: 99)","HEUR:Trojan-Downloader.AndroidOS.Agent.jy",NA,"Riskware.Android.RemoteCode.epsqsx",NA,NA,NA,NA,"Malware@#1qxux2ack0pcz",NA,"Android.RemoteCode.6833",NA,NA,"Artemis!Trojan",NA,NA,"Trojan-Downloader.AndroidOS.Agent","Android:Metasploit-Q [PUP]",NA,"ANDROID/Agent.vca","Trojan/Generic.ASMalwAD.621",NA,NA,"HackTool:AndroidOS/Mesploit.A",NA,"HEUR:Trojan-Downloader.AndroidOS.Agent.jy",NA,NA,"PUP/Android.Metasploit.54109",NA,NA,NA,NA,"HackTool.Android.Metasploit.awe",NA,NA,"Android.metasploit.e","Android/Generic.AP.A5E93E!tr",NA,"Android Metasploit (PUA)",NA,"Android:Metasploit-G [PUP]",NA,NA
"29",2021-11-03 07:40:00,2021-01-16 23:49:02,2021-11-03 07:40:00,63,7032582,255,0,0,19,"MX","ZIP",29,NA,"Riskware.AndroidOS.ScamApp.z!c",NA,NA,"Android.Scamapp.Aa235 (PUP)","Artemis!87B3BBAB81D3",NA,NA,NA,NA,NA,NA,"Adware ( 0057f5fc1 )","Android.PUA.General",NA,NA,NA,"AppRisk:Generisk",NA,"Android/ScamApp.CR potentially unwanted",NA,"Android:ScamApp-EQ [Fake]",NA,"not-a-virus:HEUR:RiskTool.AndroidOS.ScamApp.f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artemis!PUP",NA,NA,"FakeApp.AndroidOS.BitScam","Android:Evo-gen [Trj]",NA,NA,NA,NA,NA,NA,NA,"not-a-virus:HEUR:RiskTool.AndroidOS.ScamApp.f",NA,"Android.Riskware.ScamApp.E",NA,NA,NA,NA,NA,"a.gray.inventor.a",NA,"malware (ai score=99)",NA,"Riskware/ScamApp!Android",NA,"Andr/FakeApp-DJ",NA,"Android:ScamApp-EQ [Fake]",NA,NA
"30",2021-11-03 07:39:44,2018-04-03 07:07:46,2021-11-03 07:39:44,59,6004,3,0,0,26,"CZ","DEX",NA,NA,"Trojan.AndroidOS.Wapnor.C!c",NA,NA,NA,"Artemis!46B876999B18",NA,NA,NA,"Malware.Generic-Script.Save.5b333b13",NA,NA,"Trojan ( 0051a3c71 )",NA,NA,NA,"AndroidOS/GhostPush.C.gen!Eldorado",NA,"Trojan.Gen.MBT","a variant of Android/TrojanDropper.Shedun.V",NA,"Android:Revo-OU [Trj]","Malicious (score: 99)","HEUR:Trojan-Dropper.AndroidOS.Wapnor.a",NA,"Trojan.Android.MLW.ebzlbe",NA,NA,NA,NA,NA,"Malware.ANDROID/Agent.hutg","Android.DownLoader.329.origin","Dropper.Shedun.Android.200569",NA,"Artemis!Trojan",NA,NA,"Trojan-Dropper.AndroidOS.Shedun","Android:Shedun-V [Trj]",NA,"ANDROID/Agent.hutg","Trojan/Generic.ASBOL.A0C1",NA,NA,"TrojanDropper:AndroidOS/Shedun.A!MTB",NA,NA,NA,NA,"PUP/Android.Agent.839002",NA,NA,NA,NA,"Dos.Trojan-dropper.Piom.Pege",NA,"malware (ai score=95)","Android.wapnor.a","Android/Shedun.AC!tr",NA,NA,NA,"Android:Revo-OU [Trj]",NA,NA
"31",2021-11-03 00:10:40,2021-11-03 00:10:40,2021-11-03 00:10:40,63,8801847,1,0,0,15,"CA","ZIP",28,NA,"Trojan.AndroidOS.Generic.C!c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trojan ( 005752051 )",NA,NA,NA,"AndroidOS/Trojan.IABN-8","AppRisk:Generisk",NA,"a variant of Android/Packed.Jiagu.D potentially unsafe","Backdoor.Java.ZYX.USELVFQ21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trojan.Ewind.Android.893","Backdoor.Java.ZYX.USELVFQ21",NA,NA,NA,"PUA.AndroidOS.Jiagu","APK:RepSandbox [Trj]",NA,NA,NA,NA,NA,"Program:AndroidOS/Multiverze",NA,NA,NA,NA,NA,NA,NA,NA,NA,"a.gray.letang.j","Trojan.Etecer.bVqfhY.8",NA,"Android.WIN32.Robtes.dc","Riskware/PackagingUntrustworthyJiagu!Android",NA,NA,NA,NA,NA,NA
"32",2021-11-03 07:46:10,2017-12-28 05:51:06,2021-11-03 07:46:10,59,774024,2,0,0,28,"CZ","DEX",NA,NA,"Trojan.AndroidOS.Agent.C!c","Andr.Trojan.Zdtpay-2",NA,NA,"Artemis!27C80F826081",NA,NA,NA,"Malware.Android-Script.Save.dc7fcfb5",NA,NA,"Trojan ( 0052395c1 )",NA,NA,NA,"AndroidOS/Agent.LD",NA,"Trojan.Gen.NPE","a variant of Android/SMSreg.QH potentially unsafe",NA,"Android:Inoco-B [PUP]","Malicious (score: 99)","HEUR:Trojan.AndroidOS.Agent.aw",NA,"Trojan.Android.Agent.dyqpps",NA,NA,"Trojan.SMSreg/Android!1.A66A (CLASSIC)",NA,NA,NA,"Android.DownLoader.234","Trojan.Agent.Android.118073",NA,"Artemis!PUP",NA,NA,"Trojan.AndroidOS.Tekwon","Android:SMSreg-CCI [PUP]",NA,"ANDROID/SmsSend.H.Gen","Trojan/Generic.ASMalwAD.5E1",NA,NA,"Trojan:Script/Sabsik.FL.B!ml",NA,NA,NA,NA,"PUP/Android.SmsReg.58492",NA,NA,NA,NA,"Trojan.Android.Smssend.a",NA,"malware (ai score=96)","Virus.AdWare.AndroidOS.Inoco.a","Android/Taomike.GENE!tr",NA,"Andr/CNSMS-AK",NA,"Android:Inoco-B [PUP]",NA,NA
"33",2021-11-03 00:08:52,2021-11-03 00:08:52,2021-11-03 00:08:52,56,4804234,1,0,0,26,"CA","ZIP",21,NA,"Riskware.AndroidOS.SMSreg.z!c",NA,NA,"Android.SMSReg.A (PUP)","Artemis!190B85D5B007",NA,NA,NA,"Malware.Android-Script.Save.9f14b72c",NA,NA,"Trojan ( 004ddbbd1 )","Android.PUA.DebugKey",NA,NA,"AndroidOS/SMSreg.AE.gen!Eldorado","AdLibrary:Generisk",NA,"Android/SMSreg.UA potentially unsafe",NA,"Android:Agent-MFE [PUP]","Malicious (score: 99)","not-a-virus:HEUR:RiskTool.AndroidOS.SMSreg.mq",NA,"Riskware.Android.SmsSend.gczwrm",NA,NA,NA,NA,NA,NA,"Android.SmsSend.15340","Downloader.OpenConnection.JS.131615",NA,NA,NA,NA,"Trojan.AndroidOS.SMSReg","Android:Evo-gen [Trj]",NA,"ANDROID/SmsReg.YBD.Gen",NA,"Android.RISKWARE.pornapp.a.(kcloud)",NA,NA,NA,"not-a-virus:HEUR:RiskTool.AndroidOS.SMSreg.mq",NA,"Android.Riskware.SMSReg.QE","PUP/Android.SmsPay.63460",NA,NA,NA,NA,NA,NA,NA,"Android.Generic.a","Riskware/Generic.Z.9DAC0B!Android",NA,"Android Riskware SmsReg (PUA)",NA,"Android:Agent-MFE [PUP]",NA,NA
"34",2021-11-03 08:16:18,2021-11-03 08:16:18,2021-11-03 08:16:18,61,30711904,1,0,0,18,"CA","ZIP",28,NA,NA,NA,NA,"Android.Kyview.A7be (AdWare)","Artemis!4300F16BEE72",NA,NA,NA,NA,NA,NA,"Trojan ( 0052d2661 )","Android.Malware.General (score:6)",NA,NA,NA,"AppRisk:Generisk",NA,"multiple detections",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Android.RemoteCode.300.origin","Downloader.Agent.Android.40574",NA,"Artemis",NA,NA,"PUA.AndroidOS.Jiagu","APK:CRepMalware [Trj]",NA,NA,NA,NA,NA,"PUA:Win32/Puamson.A!ml",NA,NA,NA,"Android.Riskware.Agent.DRP","PUP/Android.Resharer.1050145",NA,NA,NA,NA,"a.gray.plugingame.d","Trojan.Etecer.bVqfhY.8",NA,"Android.WIN32.Robtes.dc","Android/Dloader.WU!tr",NA,NA,NA,NA,NA,NA
"35",2021-11-03 08:24:09,2021-08-03 12:09:52,2021-11-03 08:24:09,62,4506129,2,0,0,29,"LU","ZIP",30,NA,"Adware.AndroidOS.Vuad.A!c",NA,NA,"Android.Vuad.A61c2 (AdWare)","Artemis!857FE1D61832",NA,NA,NA,NA,NA,"AdWare:Android/Obfus.964a7da1","Trojan ( 00573e651 )","Android.Malware.General",NA,NA,"AndroidOS/Trojan.ZIUR-6","AppRisk:Generisk","Trojan.Gen.MBT","a variant of Android/Obfus.RL",NA,"Android:UltimaSMS-A [Scam]","Malicious (score: 99)","not-a-virus:HEUR:AdWare.AndroidOS.Vuad.d",NA,NA,NA,NA,NA,NA,NA,NA,"Tool.Obfuscapk.1","Adware.Vuad.Android.1452",NA,"Artemis!PUP",NA,NA,"Trojan.AndroidOS.Obfus","Android:UltimaSMS-A [Scam]",NA,"ANDROID/Obfuscated.FJHI.Gen","Trojan/Generic.ASMalwAD.E2",NA,NA,"Trojan:AndroidOS/UltimaSMS.A!MTB",NA,"not-a-virus:HEUR:AdWare.AndroidOS.Vuad.b",NA,"Android.Adware.Agent.BL","PUP/Android.PremiumSMS.1050701",NA,NA,NA,NA,"Android.Trojan.Obfus.Eadr",NA,"malware (ai score=99)",NA,"Android/Obfus.QF!tr",NA,"Andr/SmsScam-B",NA,"Android:UltimaSMS-A [Scam]",NA,NA
"36",2021-11-03 07:50:25,2016-12-14 08:41:42,2021-11-03 07:50:25,59,6160,4,0,0,22,"CZ","DEX",NA,NA,"Trojan.AndroidOS.Agent.C!c",NA,NA,NA,"Artemis!E98106D26174",NA,NA,NA,"Malware.Android-Script.Save.b638a36e",NA,NA,"Trojan ( 0052985c1 )",NA,NA,NA,NA,NA,"Trojan.Gen.2","a variant of Android/Agent.SL",NA,"Android:Dropper-PZ [Trj]",NA,"HEUR:Trojan-Dropper.AndroidOS.Agent.bu",NA,"Trojan.Android.Agent.eiakma",NA,NA,NA,NA,NA,NA,"Android.SmsSend.6081","Dropper.Agent.Android.18350",NA,"Artemis!Trojan",NA,NA,"Trojan.AndroidOS.Agent","Android:Dropper-PZ [Trj]",NA,NA,"Trojan/Generic.ASMalwAD.60C",NA,NA,NA,NA,NA,NA,NA,"PUP/Android.SmsPay.188586",NA,NA,NA,NA,"Dos.Trojan-dropper.Agent.Alsb",NA,"malware (ai score=96)","Android.Ewind.iz","Android/Agent.SL!tr",NA,"Andr/Dropr-FU",NA,"Android:Dropper-PZ [Trj]",NA,NA
"37",2021-11-03 08:28:49,2021-11-03 08:28:49,2021-11-03 08:28:49,60,2947134,1,0,0,20,"CA","ZIP",21,NA,"Riskware.AndroidOS.Dnotua.z!c",NA,NA,"Android.Dnotua.Ab5d (PUP)","Artemis!4DC3D31060D4",NA,NA,NA,NA,NA,NA,"Trojan ( 0057ead01 )","Android.PUA.DebugKey",NA,NA,NA,"AppRisk:Generisk","Trojan.Gen.MBT","Android/ScamApp.CQ potentially unwanted",NA,NA,"Malicious (score: 99)","not-a-virus:HEUR:RiskTool.AndroidOS.Dnotua.bbqx",NA,"Riskware.Android.Locker.irhqdj",NA,NA,NA,NA,NA,NA,"Joke.Gift.1",NA,NA,"Artemis",NA,NA,NA,"Android:Evo-gen [Trj]",NA,"PUA/ANDR.ScamApp.FJTS.Gen",NA,NA,NA,"PUA:AndroidOS/Dnotua.A!MTB",NA,"not-a-virus:HEUR:RiskTool.AndroidOS.Dnotua.bbqx",NA,"Android.Riskware.Agent.HHW",NA,NA,NA,NA,NA,"a.rogue.funnyjoke",NA,NA,NA,"Adware/Dnotua.D034",NA,NA,NA,NA,NA,NA
"38",2021-11-03 07:54:48,2021-10-18 02:40:12,2021-11-03 07:54:48,62,6122893,2,0,0,21,"IT","ZIP",29,NA,"Trojan.AndroidOS.Bray.C!c",NA,NA,"Android.Agent.A55c7","Artemis!0EEB70A4F783",NA,NA,NA,NA,NA,"TrojanBanker:Android/Agent.951fb542","Trojan ( 00579dc81 )","Android.Malware.Trojan",NA,NA,NA,"AdLibrary:Generisk","Trojan.Gen.MBT","a variant of Android/TrojanDropper.Agent.IYT",NA,NA,NA,"HEUR:Trojan-Banker.AndroidOS.Bray.pac",NA,NA,NA,NA,NA,NA,NA,NA,"Android.Spy.4404",NA,NA,"Artemis!Trojan",NA,NA,"Trojan-Dropper.AndroidOS.Agent",NA,NA,"ANDROID/Dropper.FJKV.Gen",NA,NA,NA,"TrojanSpy:AndroidOS/Bray.A!MTB",NA,"HEUR:Trojan-Banker.AndroidOS.Bray.pac",NA,"Android.Trojan.InfoStealer.XY",NA,NA,NA,NA,NA,"a.privacy.emial.d",NA,"malware (ai score=99)",NA,"Android/Agent.IYT!tr",NA,"Andr/Xgen2-ZB",NA,NA,NA,NA
"39",2021-11-03 08:32:38,2021-11-03 08:32:38,2021-11-03 08:32:38,62,1956249,1,0,0,18,"US","ZIP",22,NA,"Adware.AndroidOS.Adlo.A!c",NA,NA,NA,"Artemis!D7F7CDE83DB8",NA,NA,NA,NA,NA,NA,"Trojan ( 0057e8751 )",NA,NA,NA,NA,NA,NA,"a variant of Android/TrojanDropper.Agent.IXE",NA,NA,"Malicious (score: 99)","not-a-virus:HEUR:AdWare.AndroidOS.Adlo.b",NA,NA,NA,NA,NA,NA,NA,NA,"Android.Packed.55586",NA,NA,"Artemis",NA,NA,"Trojan-Dropper.AndroidOS.Agent","Android:Evo-gen [Trj]",NA,"ANDROID/Agent.MER.Gen",NA,NA,NA,"Trojan:Script/Wacatac.B!ml",NA,"not-a-virus:HEUR:AdWare.AndroidOS.Adlo.b",NA,"Android.Trojan.Downloader.DN","PUP/Android.Hidad.1030260",NA,NA,NA,NA,NA,NA,NA,"Android.WIN32.Adlo.a","Android/Agent.HVN!tr",NA,"Andr/Xgen2-YR",NA,NA,NA,NA
"40",2021-11-03 08:18:57,2021-10-20 13:54:49,2021-11-03 08:18:57,64,3903113,2,0,1,37,"IT","ZIP",26,NA,"Trojan.AndroidOS.Ubel.C!c",NA,NA,"Android.Ubel.A3eec","Artemis!CEE4B1FAE8A4",NA,NA,NA,NA,NA,"TrojanSpy:Android/SmsThief.82449dd6","Trojan ( 00571f371 )","Android.Malware.Trojan","Trojan.Generic.D24170A6",NA,NA,"AppRisk:Generisk","Trojan.Gen.MBT","a variant of Android/Spy.Agent.BOM",NA,"Android:Ubel-A [Bank]","Malicious (score: 99)","HEUR:Trojan-Banker.AndroidOS.Ubel.b","Trojan.GenericKD.37843110","Trojan.Android.BankBot.jgossi",NA,"Trojan.GenericKD.37843110",NA,"Trojan.GenericKD.37843110","Malware@#3lwcfhpby7tcz","Malware.ANDROID/Dropper.FKBP.Gen","Android.BankBot.797.origin",NA,NA,"Artemis!Trojan","Trojan.GenericKD.37843110","Trojan.GenericKD.37843110 (B)","Trojan-Banker.AndroidOS.Agent","Android:Evo-gen [Trj]",NA,"ANDROID/Dropper.FKBP.Gen","Trojan[Spy]/Android.Agent",NA,NA,"TrojanSpy:AndroidOS/SmsThief.L!MTB",NA,"HEUR:Trojan-Banker.AndroidOS.Ubel.b","Trojan.GenericKD.37843110","Android.Trojan.Banker.WO","Spyware/Android.Agent.1020241",NA,NA,NA,NA,"Android.Trojan-spy.Agent.Tdzg",NA,"malware (ai score=100)",NA,"Android/Agent.BOM!tr.spy",NA,"Andr/Banker-HAF",NA,"Android:Ubel-A [Bank]",NA,NA
"41",2021-11-03 09:15:59,2021-11-03 09:15:59,2021-11-03 09:15:59,62,543672,1,0,0,24,"US","ZIP",28,NA,"Adware.AndroidOS.FakeAdBlocker.A!c",NA,NA,"Android.FakeAdBlockerCAD.A","Artemis!B389BBEA204E",NA,NA,NA,NA,NA,NA,"Trojan ( 0055e0a31 )","Android.Malware.General (score:4)",NA,NA,"AndroidOS/Trojan.RXWM-4",NA,NA,"a variant of Android/FakeAdBlocker.A",NA,NA,"Malicious (score: 99)","not-a-virus:HEUR:AdWare.AndroidOS.FakeAdBlocker.a",NA,"Riskware.Android.FakeAdBlocker.iiwcns",NA,NA,NA,NA,NA,NA,"Android.RemoteCode.284.origin","Adware.FakeAdBlocker.Android.11",NA,"Artemis!PUP",NA,NA,"Trojan.AndroidOS.Hiddenapp","Android:Evo-gen [Trj]",NA,"ANDROID/Agent.SRGM.Gen","Trojan/Generic.ASMalwAD.397",NA,NA,"Trojan:Win32/Phonzy.A!ml",NA,"not-a-virus:HEUR:AdWare.AndroidOS.FakeAdBlocker.f",NA,"Android.Trojan.HiddenApp.AID","Trojan/Android.HiddenAds.1010502",NA,NA,NA,NA,NA,"Trojan.Mober.bVtcD6.26",NA,NA,"Android/Agent.BQX!tr",NA,"Andr/Xgen2-VG",NA,NA,NA,NA
"42",2021-11-03 08:16:20,2018-07-13 05:59:16,2021-11-03 08:16:20,59,5884,2,0,0,25,"CZ","DEX",NA,NA,"Trojan.AndroidOS.Generic.C!c",NA,NA,NA,"Artemis!092D858C2721",NA,NA,NA,"Malware.Generic-Script.Save.8626e7b1",NA,NA,"Trojan ( 0051a3c71 )",NA,NA,NA,"AndroidOS/GhostPush.C.gen!Eldorado","AppRisk:Generisk","Trojan.Gen.2","a variant of Android/TrojanDropper.Shedun.V",NA,"Android:Revo-OU [Trj]","Malicious (score: 99)","HEUR:Trojan-Dropper.AndroidOS.Wapnor.a",NA,"Trojan.Android.MLW.ebzlbe",NA,NA,NA,NA,"Malware@#3hdvwea9j1qoc",NA,"Android.DownLoader.329.origin",NA,NA,"Artemis!Trojan",NA,NA,"Trojan-Dropper.AndroidOS.Shedun","Android:Shedun-V [Trj]",NA,"ANDROID/Agent.hutg","Trojan/Generic.ASBOL.A0C1",NA,NA,"TrojanDropper:AndroidOS/Shedun.A!MTB",NA,NA,NA,NA,"PUP/Android.Agent.839002",NA,NA,NA,NA,"Dos.Trojan-dropper.Piom.Eev",NA,"malware (ai score=95)",NA,"Android/Shedun.AC!tr",NA,NA,NA,"Android:Revo-OU [Trj]",NA,NA
